,Know anyone:Nobody,Know anyone:Myself,Know anyone:Family inside HH,Know anyone:Family outside HH,Know anyone:Close friend,Know anyone:Colleague,COVID-19 Knowledge:Washing hands,COVID-19 Knowledge:Staying indoors for Self,COVID-19 Knowledge:Staying indoors for Others,COVID-19 Knowledge:Spread before symptoms,COVID-19 Knowledge:R-Number,COVID-19 Knowledge:Treatments already exist,COVID-19 Knowledge:Wearing masks,COVID-19 VCI:COVID-19 Vax Importance,COVID-19 VCI:COVID-19 Vax Safety,COVID-19 VCI:COVID-19 Vax Efficacy,COVID-19 VCI:COVID-19 Vax Compatibility,COVID-19 VCI:Contract via COVID-19 Vax,COVID-19 VCI:COVID-19 Vax benefits outweigh risks,General VCI:Vax Importance,General VCI:Vax Safety,General VCI:Vax Efficacy,General VCI:Vax Compatibility,COVID-19 Impact:Mental health,COVID-19 Impact:Financial stability,COVID-19 Impact:Daily disruption,COVID-19 Impact:Social disruption,Trust:Television,Trust:Radio,Trust:Newspapers,Trust:Govt. Briefings,Trust:National Health Authorities,Trust:International Health Authorities,Trust:Healthcare Workers,Trust:Scientists,Trust:Govt. Websites,Trust:Social Media,Trust:Celebrities,Trust:Search Engines,Trust:Family and friends,Trust:Work Guidelines,Trust:Other,Trust:None of these,Reason:Unsure if safe,Reason:Unsure if effective,Reason:Not at risk,Reason:Wait until others,Reason:Won't be ill,Reason:Other effective treatments,Reason:Already acquired immunity,Reason:Approval may be rushed,Reason:Other,Reason:Do not know,Image 1:Vaccine Intent,Image 1:Agreement,Image 1:Trust,Image 1:Fact-check,Image 1:Share,Image 2:Vaccine Intent,Image 2:Agreement,Image 2:Trust,Image 2:Fact-check,Image 2:Share,Image 3:Vaccine Intent,Image 3:Agreement,Image 3:Trust,Image 3:Fact-check,Image 3:Share,Image 4:Vaccine Intent,Image 4:Agreement,Image 4:Trust,Image 4:Fact-check,Image 4:Share,Image 5:Vaccine Intent,Image 5:Agreement,Image 5:Trust,Image 5:Fact-check,Image 5:Share,Social:Facebook used,Social:Twitter used,Social:YouTube used,Social:WhatsApp used,Social:Instagram used,Social:Pinterest used,Social:LinkedIN used,Social:Other used,Social:None of these used,Social:Facebook to receive info,Social:Twitter to receive info,Social:YouTube to receive info,Social:WhatsApp to receive info,Social:Instagram to receive info,Social:Pinterest to receive info,Social:LinkedIN to receive info,Social:Other to receive info,Social:None of these to receive info,Social:Facebook to share info,Social:Twitter to share info,Social:YouTube to share info,Social:WhatsApp to share info,Social:Instagram to share info,Social:Pinterest to share info,Social:LinkedIN to share info,Social:Other to share info,Social:None of these to share info,Shielding,Social media usage,Expected vax availability,Seen such online content,Frequency of such online content,Engaged with such online content,Vaccine Intent for self (Pre),Vaccine Intent for self (Post),Vaccine Intent for others (Pre),Vaccine Intent for others (Post),Group,Age,Gender,Education,Employment,Religion,Political,Ethnicity,Income,Region,Treatment
3077,0,0,1,0,0,0,-2,-1,2,-1,-2,1,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,1,-1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,0,0,-1,-1,0,0,-2,1,0,1,0,-1,1,1,1,2,0,1,-1,1,1,-1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,1,2.0,1.0,1,2,2,1,ANTI UK,1,2,2,1,1,2,1,2,141,1
3080,1,0,0,0,0,0,2,2,2,2,1,-2,2,2,2,2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0,-2,-2,-2,-2,0,-1,-1,-1,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,3,2,,,1,1,1,1,ANTI UK,6,1,4,4,1,1,1,3,45,1
3081,1,0,0,0,0,0,2,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,1,2,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,1,2.0,1.0,1,1,1,1,PRO UK,4,1,5,1,1,2,1,5,231,0
3083,1,0,0,0,0,0,2,2,2,2,2,1,2,1,2,2,0,1,2,1,1,1,1,1,-1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,,,,,,,,,,,1,1,1,1,1,2,-1,-1,1,-2,2,-2,-2,-1,-2,0,0,0,0,0,-2,-2,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,4,2,,,1,2,1,2,ANTI UK,5,2,2,5,4,1,1,3,164,1
3085,1,0,0,0,0,0,1,-1,-1,2,1,-1,-1,-1,1,1,-2,-2,2,2,2,2,2,-2,-2,-1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0,0,-2,-2,-2,0,-1,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,7,1,4.0,2.0,1,1,1,1,ANTI UK,4,1,2,1,4,2,1,3,104,1
3088,1,0,0,0,0,0,2,2,1,2,-1,1,2,1,2,2,-2,-1,1,2,1,1,1,1,-1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,-1,1,2,2,1,-2,2,1,0,1,-2,1,1,1,1,-2,1,1,1,1,-2,2,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,4,2,,,1,1,1,1,ANTI UK,3,1,3,1,1,1,1,4,363,1
3097,1,0,0,0,0,0,2,2,2,2,2,-1,2,2,2,1,-1,1,2,2,2,2,2,-2,1,-1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,0,1,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6,2,1,3.0,2.0,2,2,2,2,ANTI UK,4,2,5,1,1,2,2,5,223,1
3098,1,0,0,0,0,0,2,2,1,1,2,1,-1,2,-1,1,1,1,1,-1,0,2,1,-1,-1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,0,-1,0,1,-1,0,-2,1,-1,2,-1,1,-2,0,2,1,2,-1,0,-2,2,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,6,2,,,2,1,1,1,ANTI UK,1,1,1,1,4,3,1,2,338,1
3100,1,0,0,0,0,0,2,2,2,2,1,-2,2,2,1,2,-2,-2,0,2,1,2,2,1,-1,1,2,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,,,,,,,,,,,0,-1,-1,2,-2,2,-2,-2,0,-2,0,0,0,-2,2,0,-1,0,2,-1,0,-2,-2,1,-2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4,5,1,3.0,2.0,1,1,1,1,ANTI UK,3,1,4,1,1,4,1,5,303,1
3104,0,0,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,7,8,1,1.0,1.0,1,1,1,1,ANTI UK,3,1,5,1,3,1,1,4,231,1
3105,0,1,0,0,0,0,2,-1,2,1,2,0,-2,-2,2,1,0,-1,2,2,-2,-1,-2,-2,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,,,,,,1,2,1,2,2,2,1,-1,2,-1,1,0,1,-1,0,2,1,0,1,0,2,1,0,-1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,1,1,3.0,1.0,1,2,1,1,ANTI UK,1,1,2,1,1,1,1,4,87,1
3124,1,0,0,0,0,0,2,2,2,2,2,-2,2,2,2,2,-2,-1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,0,0,0,0,-2,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,6,2,,,1,1,1,1,ANTI UK,6,1,6,4,4,2,1,1,207,1
3125,0,0,0,0,1,0,2,2,2,2,2,-2,2,2,2,2,-2,-2,1,2,2,2,-2,-2,1,-1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1,-1,2,1,2,-2,-2,2,2,2,-2,-2,2,2,2,2,-2,2,2,2,-2,-2,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,4,2,,,2,3,1,1,ANTI UK,6,2,6,4,4,2,1,1,3,1
3127,1,0,0,0,0,0,2,1,2,2,1,-2,1,2,1,1,-2,1,2,2,2,2,2,-2,-2,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,-1,1,1,2,1,-2,1,1,1,0,-2,2,2,1,1,-2,1,1,1,1,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,4,2,,,1,1,1,1,PRO UK,6,1,6,4,1,4,1,2,280,0
3131,1,0,0,0,0,0,2,2,2,2,1,-2,2,2,2,2,-2,-2,2,2,2,2,2,-2,-1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,-2,-2,-2,2,-2,-2,-2,-2,2,-2,-2,-2,-2,2,-2,-2,-2,-2,2,-2,-2,-2,-2,2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,1,2,4,2,,,1,1,1,1,ANTI UK,6,1,1,4,1,1,1,1,17,1
3133,1,0,0,0,0,0,2,2,2,2,2,-2,2,2,1,1,-2,-2,1,2,2,2,2,-2,-2,-2,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,4,2,,,1,1,1,1,ANTI UK,6,1,2,4,4,2,1,2,290,1
3135,1,0,0,0,0,0,2,2,2,2,-1,0,2,2,2,2,-2,-2,2,2,2,2,2,-1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,1,1,2,1,1,1,0,0,-1,1,0,0,2,2,2,1,-1,2,1,1,1,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,8,2,,,1,2,1,2,ANTI UK,4,1,4,1,4,2,1,4,280,1
3139,1,0,0,0,0,0,1,2,2,2,2,-1,2,1,1,1,-2,-1,1,2,2,2,-2,2,1,2,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,,,,,,,,,,,-2,1,1,1,2,-1,-2,1,1,1,0,0,1,0,2,1,2,2,1,2,0,1,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,3,1,2.0,1.0,1,2,1,1,PRO UK,4,2,2,1,5,1,1,2,118,0
3145,0,0,0,1,0,0,-1,-1,-1,0,2,-2,1,1,1,2,2,2,1,2,1,2,-1,-1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,0,0,1,0,1,2,1,0,1,2,1,1,2,1,2,1,1,2,2,1,0,-1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,2,,,1,3,2,2,ANTI UK,4,1,5,1,1,1,1,4,228,1
3150,0,0,0,1,0,1,2,2,2,2,1,-2,2,2,1,2,-2,-2,2,2,2,2,2,-1,1,2,2,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,,,,,,,,,,,0,-2,-1,0,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-1,-1,-2,-2,0,-2,-2,-2,-2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,4,2,,,1,1,1,1,ANTI UK,6,1,4,4,4,3,1,3,48,1
3154,1,0,0,0,0,0,2,2,2,0,0,-2,2,2,2,1,-2,-2,2,2,2,2,2,-1,-1,-1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,2,-2,1,0,0,2,-2,1,0,0,2,-2,1,0,0,2,-2,1,0,0,2,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,8,2,,,1,1,1,1,PRO UK,5,2,4,5,1,1,1,3,11,0
3157,0,0,0,0,0,1,2,2,2,2,2,-1,2,2,2,2,-2,-2,2,2,2,2,2,1,-1,1,2,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,2,2,,,1,3,1,3,ANTI UK,3,1,3,1,1,1,1,4,49,1
3159,0,0,0,0,1,1,2,2,2,2,0,-2,1,1,1,1,-2,0,1,2,1,1,2,-1,-2,-2,2,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,3,2,,,2,2,1,1,ANTI UK,6,2,4,4,1,5,3,5,246,1
3164,1,0,0,0,0,0,2,2,2,1,-1,-2,2,1,2,1,-2,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,-1,0,1,-2,1,0,0,1,-2,0,0,-1,1,-2,0,0,-1,1,-2,0,0,0,1,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,6,2,,,2,2,1,1,ANTI UK,5,2,6,5,1,5,1,1,94,1
3170,1,0,0,0,0,0,2,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,1,-1,2,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,-2,2,2,2,1,-2,1,1,1,1,-2,1,1,1,1,1,0,0,0,0,-1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2,2,,,1,1,1,1,ANTI UK,2,1,5,1,1,3,1,4,231,1
3173,0,0,1,0,0,0,2,1,1,2,2,-2,1,2,2,2,-2,2,2,2,1,2,-2,2,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,-2,2,2,2,2,-2,2,1,0,2,-2,0,0,0,0,-2,0,-2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,7,6,2,,,1,1,1,1,ANTI UK,6,2,1,4,5,5,1,2,381,1
3178,1,0,0,0,0,0,2,2,2,2,2,-1,2,2,2,2,-2,1,1,2,2,2,2,-2,-2,-1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,0,1,-2,-2,2,0,0,-2,-2,0,0,-2,-2,-2,0,0,0,-2,-2,2,-2,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,3,2,,,2,2,2,2,ANTI UK,4,2,2,1,1,1,1,4,228,1
3186,1,0,0,0,0,0,2,2,1,2,2,-2,1,1,1,1,-1,0,-1,2,1,1,1,-2,0,-1,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,4,5,2,,,3,2,2,2,PRO UK,6,2,6,4,1,1,1,2,166,0
3205,1,0,0,0,0,0,1,1,1,1,1,0,-2,1,0,0,-2,0,0,2,1,1,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,1,6,2,,,2,2,2,2,PRO UK,4,1,2,1,4,5,1,1,46,0
3218,1,0,0,0,0,0,2,1,1,1,-2,2,2,2,2,1,-2,1,2,2,1,2,2,2,-2,2,2,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,,,,,,,,,,,-2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-2,2,2,2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4,3,2,,,1,1,1,1,PRO UK,2,1,3,1,4,1,1,2,16,0
3219,1,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,-2,2,2,2,2,-2,2,2,2,2,-2,2,2,2,2,-2,2,2,2,2,-2,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,3,1,1.0,1.0,4,4,4,4,ANTI UK,4,1,5,1,1,1,1,5,9,1
3239,0,0,0,1,0,0,-1,-1,-1,-1,-2,1,-1,-1,-1,-1,-1,1,0,0,2,-1,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,0,2,0,0,0,0,0,0,-2,-2,-2,-2,-2,1,2,-1,0,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,,,2,4,1,3,ANTI UK,2,1,5,1,3,3,3,4,162,1
3242,1,0,0,0,0,0,2,2,2,2,2,-2,2,2,2,2,-2,-2,1,1,1,1,2,-1,-2,-1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,-1,1,-2,1,-2,-2,2,-2,0,-2,-2,-2,-2,0,1,1,0,-2,0,-2,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,3,4,2,,,2,2,1,1,ANTI UK,5,2,2,5,4,5,1,3,379,1
3253,1,0,0,0,0,0,2,2,2,1,1,1,2,2,1,1,-2,1,-2,1,1,1,1,-1,1,1,2,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,7,4,2,,,1,1,1,1,ANTI UK,3,1,5,1,5,3,1,5,23,1
3257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-1,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,2,2,8,2,,,4,4,4,4,ANTI UK,4,1,1,5,4,2,1,2,228,1
3274,0,0,0,0,1,1,2,1,1,2,1,-2,2,1,-1,-1,-2,-1,0,2,2,1,1,1,-1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,6,2,,,2,2,2,2,ANTI UK,2,2,4,1,1,1,1,5,266,1
3275,1,0,0,0,0,0,2,2,2,2,2,-2,1,2,2,1,-2,-2,1,2,1,1,2,-1,-1,-1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,-2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,4,2,,,1,1,1,1,ANTI UK,6,1,5,1,1,1,1,4,118,1
3276,0,0,0,0,1,1,2,2,2,2,2,1,2,2,1,2,-1,-1,2,1,2,1,2,-2,-2,1,-2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,,,,,,,,,,,0,1,1,2,0,1,1,1,0,1,-2,2,2,-1,2,-1,2,1,0,2,-1,2,2,-2,2,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,7,2,1,3.0,1.0,1,1,1,1,PRO UK,2,1,5,1,1,2,1,5,231,0
3284,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,-2,2,2,2,2,-2,2,2,2,2,-2,2,2,2,2,-2,2,2,2,2,-2,2,2,2,2,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,3,2,1,1.0,1.0,1,1,1,1,PRO UK,2,1,5,1,1,1,3,5,241,0
3299,0,0,0,0,1,0,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,,,,,,,,1,2,1,2,2,1,2,2,2,1,1,2,0,2,0,1,0,1,0,0,0,0,-1,-1,2,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,4,1,2.0,1.0,1,1,1,1,ANTI UK,1,2,2,5,4,2,1,3,318,1
3305,1,0,0,0,0,0,2,2,2,2,2,-2,2,2,1,1,-2,1,2,1,1,1,2,-1,-1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,-2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,2,4,2,,,1,1,1,1,ANTI UK,6,1,5,1,1,1,1,4,118,1
3308,0,0,0,0,0,1,2,2,2,2,2,-2,2,2,2,2,-2,-2,2,2,2,2,2,1,2,2,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,2,5,2,,,1,1,1,1,ANTI UK,4,2,5,4,1,1,1,4,251,1
3324,1,0,0,0,0,0,2,1,1,2,1,-1,-1,1,1,2,1,1,-1,1,0,1,0,1,-1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,0,2,2,2,1,0,0,0,0,0,0,0,-2,0,-2,0,0,0,0,0,-2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,5,2,,,1,1,1,1,PRO UK,3,1,3,1,4,5,1,4,266,0
3327,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,3,3,,,3,4,2,4,ANTI UK,2,1,5,1,3,2,3,4,162,1
